#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score
105	NM_001045444	chr1	-	33634280	33718054	33634733	33714992	30	33634280,33637580,33639891,33641710,33643740,33644007,33644463,33647004,33648663,33650260,33650495,33652194,33656439,33657535,33664178,33667340,33673371,33676767,33678383,33683436,33686107,33688823,33694036,33696115,33700218,33702267,33703959,33704193,33714923,33717759,	33634756,33637686,33640000,33641947,33643909,33644063,33644508,33647213,33648753,33650368,33650521,33652258,33656612,33657697,33664293,33667607,33673801,33676916,33678591,33683742,33686389,33688983,33694235,33696229,33700249,33702374,33704029,33704264,33715009,33718054,	0
105	NM_207062	chr1	+	33764434	33824150	33795244	33823027	6	33764434,33795228,33807684,33813569,33820522,33822833,	33764499,33795310,33808249,33813708,33820680,33824150,	0
105	NM_001003575	chr1	-	33883489	33952761	33883651	33952429	18	33883489,33885004,33901114,33906884,33925298,33925543,33931109,33932765,33944354,33946822,33947129,33949215,33950124,33950356,33950577,33951979,33952180,33952710,	33883705,33885163,33901199,33907015,33925401,33925634,33931260,33932931,33944453,33946948,33947311,33949324,33950258,33950476,33950776,33952080,33952439,33952761,	0
106	NM_001327755	chr1	+	35253866	35266369	35254081	35266078	17	35253866,35255587,35257635,35257860,35258150,35258694,35259334,35259566,35259792,35260888,35261198,35261387,35261672,35261874,35263669,35263926,35265986,	35254208,35257392,35257713,35258071,35258353,35258796,35259475,35259681,35259864,35261029,35261312,35261461,35261777,35261990,35263808,35264047,35266369,	0
106	NM_001326713	chr1	+	34762757	34877632	34763390	34875893	12	34762757,34763340,34829913,34845237,34850777,34854519,34855222,34858525,34865495,34866109,34868975,34875737,	34763250,34763462,34830211,34845463,34851421,34854614,34855526,34858609,34865589,34866233,34869101,34877632,	0
107	NM_001135121	chr1	+	36476517	36585327	36476672	36585216	17	36476517,36492459,36526028,36539772,36540841,36545598,36555342,36555847,36560105,36562556,36563076,36564674,36564910,36567690,36569278,36572287,36584931,	36477069,36492800,36526158,36539880,36540898,36545693,36555427,36555953,36560163,36562676,36563223,36564808,36564988,36567787,36569359,36572401,36585327,	0
107	NM_001145787	chr1	+	36476517	36585327	36476672	36585216	16	36476517,36492459,36526028,36539772,36545598,36555342,36555847,36560105,36562556,36563076,36564674,36564910,36567690,36569278,36572287,36584931,	36477069,36492800,36526158,36539880,36545693,36555427,36555953,36560163,36562676,36563223,36564808,36564988,36567787,36569359,36572401,36585327,	0
107	NM_001145788	chr1	+	36476517	36585327	36476672	36584948	18	36476517,36492459,36526028,36539772,36540841,36545598,36555342,36555847,36560105,36562556,36563076,36564674,36564910,36567690,36569278,36572287,36581131,36584931,	36477069,36492800,36526158,36539880,36540898,36545693,36555427,36555953,36560163,36562676,36563223,36564808,36564988,36567787,36569359,36572401,36581144,36585327,	0
107	NM_001145789	chr1	+	36476517	36585327	36476672	36584948	18	36476517,36492459,36526028,36539772,36545598,36552988,36555342,36555847,36560105,36562556,36563076,36564674,36564910,36567690,36569278,36572287,36581131,36584931,	36477069,36492800,36526158,36539880,36545693,36553036,36555427,36555953,36560163,36562676,36563223,36564808,36564988,36567787,36569359,36572401,36581144,36585327,	0
107	NM_001045250	chr1	+	36040048	36180662	36040320	36179603	23	36040048,36091185,36091474,36098071,36098583,36104267,36106630,36108760,36109002,36109199,36110627,36112674,36112799,36113193,36124236,36125025,36128161,36135049,36146283,36155773,36171096,36176022,36179514,	36040474,36091281,36091536,36098143,36098685,36104378,36106735,36108890,36109109,36109294,36110709,36112714,36112868,36113268,36124321,36125084,36128267,36135209,36146422,36155933,36171201,36176114,36180662,	0
107	NM_001100403	chr1	-	36203196	36356009	36203490	36352444	9	36203196,36206246,36220913,36225343,36231278,36237108,36268422,36350681,36355696,	36203646,36206404,36221044,36225488,36231593,36237225,36268550,36352464,36356009,	0
108	NM_001145602	chr1	+	37033948	37411979	37033948	37411979	12	37033948,37126506,37145198,37160835,37341454,37355051,37386822,37391639,37393469,37406190,37406470,37411811,	37034083,37126615,37145337,37161002,37341640,37355235,37386940,37391747,37393691,37406307,37406620,37411979,	0
109	NM_214687	chr1	-	37930836	38038566	37933445	38038537	7	37930836,37937205,37939321,37941895,37943236,37947476,38038533,	37933526,37937271,37939398,37942070,37943393,37947669,38038566,	0
109	NM_205734	chr1	-	38132763	38190124	38133061	38189694	7	38132763,38135374,38142107,38161440,38168184,38168592,38189583,	38133176,38135693,38142211,38161580,38168372,38168806,38190124,	0
110	NM_001002710	chr1	+	39315987	39334939	39318451	39334275	13	39315987,39318349,39321025,39323144,39323368,39324024,39326041,39326222,39326415,39328758,39328977,39329148,39333706,	39316154,39318511,39321064,39323252,39323485,39324197,39326114,39326307,39326563,39328835,39329010,39329235,39334939,	0
110	NM_130968	chr1	+	38826134	39059402	38879746	39058643	29	38826134,38879738,38902105,38921433,38939739,38962650,38966395,38976388,38978787,38982336,38987252,39003454,39006551,39014421,39017396,39021006,39023316,39037494,39045648,39046344,39049179,39052213,39053234,39053894,39055735,39055803,39057472,39057884,39058675,	38826426,38879945,38902334,38921672,38939862,38962856,38966606,38976490,38978982,38982537,38987438,39003601,39006768,39014541,39017658,39021274,39023460,39037744,39045881,39046499,39050054,39052389,39053470,39054191,39055791,39057347,39057603,39058651,39059402,	0
111	NM_200766	chr1	+	40762983	40768834	40763075	40768182	4	40762983,40764180,40767638,40768125,	40763082,40764338,40767812,40768834,	0
111	NM_131018	chr1	-	40591346	40671330	40592590	40671330	67	40591346,40594642,40595413,40595658,40597245,40599482,40601975,40602241,40606368,40606622,40606864,40607234,40609130,40609358,40609702,40609919,40611865,40612041,40613310,40615378,40617770,40617978,40618204,40621261,40621518,40624582,40627482,40627769,40628743,40630189,40630431,40630643,40631841,40632306,40632461,40634457,40634629,40634936,40635110,40637070,40637332,40637575,40639620,40639921,40641711,40642543,40642770,40643337,40643506,40646885,40647067,40647975,40648247,40648453,40649794,40652204,40657016,40657270,40658675,40659823,40660162,40661998,40663545,40663953,40664127,40666578,40671232,	40592804,40594803,40595576,40595764,40597477,40599597,40602166,40602397,40606501,40606753,40606947,40607374,40609285,40609462,40609829,40610104,40611949,40612219,40613456,40615589,40617893,40618117,40618281,40621438,40621698,40624718,40627693,40627912,40628997,40630312,40630548,40630780,40631990,40632362,40632623,40634536,40634853,40635014,40635221,40637195,40637459,40637778,40639772,40640067,40641832,40642690,40642871,40643401,40643646,40646983,40647226,40648113,40648359,40648572,40649918,40652572,40657094,40657315,40658880,40660002,40660304,40662137,40663625,40664013,40664248,40666662,40671330,	0
111	NM_214724	chr1	-	40498798	40585127	40499981	40584952	18	40498798,40507441,40513053,40513859,40514576,40515006,40517040,40517350,40517671,40519171,40519426,40520262,40526053,40527517,40527989,40536731,40568175,40582990,	40500406,40507492,40513614,40513956,40514644,40515103,40517167,40517424,40517866,40519266,40519577,40520442,40526197,40527610,40528159,40536753,40568286,40585127,	0
112	NM_001328186	chr1	+	41147987	41164822	41153155	41164453	7	41147987,41153128,41155001,41157464,41158456,41161241,41164303,	41148191,41153363,41155228,41157638,41159156,41161402,41164822,	0
114	NM_001083000	chr1	-	43890188	43936629	43892069	43921321	15	43890188,43893593,43893918,43902532,43902743,43904785,43908863,43909105,43911538,43912141,43918299,43918926,43920289,43921167,43936483,	43892240,43893717,43893992,43902662,43902876,43904821,43909010,43909239,43911672,43912234,43918376,43918982,43920476,43921325,43936629,	0
114	NM_001256638	chr1	-	43100753	43161513	43100792	43161483	5	43100753,43105416,43141755,43143000,43161115,	43101087,43105613,43141906,43143189,43161513,	0
115	NM_199662	chr1	+	44301694	44313128	44302204	44312199	9	44301694,44302182,44303473,44306095,44307341,44308020,44309430,44310257,44311974,	44301786,44302336,44303648,44306200,44307569,44308135,44309546,44310358,44313128,	0
115	NM_001128337	chr1	-	44684496	44861807	44684674	44861683	15	44684496,44691628,44695886,44698640,44701584,44704129,44704347,44715058,44718176,44722155,44754810,44757472,44764585,44834154,44861656,	44687152,44691867,44696074,44698801,44701814,44704255,44704501,44715230,44718385,44722270,44755003,44757743,44764729,44834760,44861807,	0
116	NM_201320	chr1	-	45977583	46015386	45977849	46015358	17	45977583,45978053,45979333,45979579,45982039,45982316,45982531,45983852,45984508,45987084,45987257,45989460,45992130,45992291,45992410,46003855,46015289,	45977945,45978148,45979496,45979651,45982144,45982445,45982663,45983897,45984678,45987171,45987343,45989556,45992183,45992321,45992500,46003900,46015386,	0
116	NM_001004513	chr1	+	45714240	45757970	45714240	45757970	22	45714240,45716554,45717554,45717738,45718233,45719473,45720951,45732072,45733721,45735317,45736615,45742031,45744513,45746421,45747558,45747782,45748521,45752111,45752977,45753189,45755312,45757808,	45714316,45716662,45717622,45717822,45718449,45719621,45721064,45732198,45733790,45735450,45736782,45742142,45744622,45746611,45747694,45747851,45748657,45752200,45753109,45753330,45755429,45757970,	0
117	NM_001017860	chr1	+	46768523	46794122	46768579	46793651	11	46768523,46768662,46779271,46781935,46782374,46783574,46783805,46788692,46792125,46792357,46793609,	46768582,46768719,46779373,46782065,46782407,46783705,46783927,46788805,46792236,46792458,46794122,	0
117	NM_001160022	chr1	+	46894468	46992025	46894468	46992025	12	46894468,46900267,46907047,46929963,46957128,46971719,46976253,46985298,46988255,46989656,46989789,46990084,	46894544,46900344,46907139,46929989,46957257,46971833,46976337,46985416,46988635,46989706,46989909,46992025,	0
117	NM_001077558	chr1	-	47010704	47080510	47012743	47080373	8	47010704,47011047,47011297,47015487,47024799,47049966,47056767,47080339,	47011017,47011241,47012985,47015628,47025495,47050288,47057009,47080510,	0
119	NM_001145688	chr1	-	48726128	48765129	48726128	48765129	11	48726128,48726933,48729844,48731536,48733027,48733901,48735454,48737514,48750170,48752027,48765041,	48726196,48727029,48730031,48731632,48733125,48734008,48735585,48737625,48750254,48752221,48765129,	0
119	NM_001077289	chr1	+	49008546	49029468	49008546	49029468	16	49008546,49008993,49012558,49012968,49014657,49015505,49016856,49019287,49020839,49021087,49021889,49022534,49023972,49024254,49029178,49029437,	49008627,49009149,49012741,49013046,49014809,49015621,49017011,49019343,49021008,49021198,49022075,49022702,49024175,49024359,49029361,49029468,	0
119	NM_001098763	chr1	-	48888256	48900181	48888365	48900104	25	48888256,48888656,48888843,48889121,48890264,48890414,48890661,48890878,48891120,48891275,48891469,48891614,48891850,48892151,48892341,48892724,48892922,48893076,48893333,48893536,48893730,48894019,48896703,48898833,48899990,	48888580,48888756,48889027,48889180,48890331,48890581,48890802,48891028,48891189,48891371,48891538,48891778,48892014,48892259,48892401,48892843,48892990,48893204,48893464,48893628,48893952,48894096,48896818,48898927,48900181,	0
119	NM_001326550	chr1	+	48622465	48650643	48626840	48649412	5	48622465,48626838,48643758,48645213,48649241,	48622577,48626969,48643875,48645327,48650643,	0
120	NM_001042772	chr1	-	49924311	49946800	49924311	49946800	13	49924311,49924482,49925801,49927094,49932461,49938218,49939572,49940187,49940885,49941181,49942588,49942827,49946588,	49924452,49924572,49925986,49927219,49932562,49938478,49939662,49940339,49941043,49941334,49942703,49942887,49946800,	0
120	NM_001024462	chr1	+	49307880	49421777	49312087	49421514	12	49307880,49312078,49316543,49324433,49336752,49389200,49389571,49391745,49407859,49413595,49417725,49421374,	49307973,49312504,49316963,49324682,49336846,49389316,49389616,49391874,49407993,49413626,49417795,49421777,	0
121	NM_001105689	chr1	+	50981379	50996443	50981717	50996186	7	50981379,50981714,50986351,50988981,50992680,50995946,50996060,	50981533,50981810,50986423,50989142,50992837,50995998,50996443,	0
121	NM_131861	chr1	-	50461184	50513861	50463894	50513655	27	50461184,50466178,50466684,50467245,50467383,50469248,50469691,50469893,50470998,50471394,50474879,50475579,50475772,50477531,50481269,50481782,50483834,50486778,50490706,50491114,50494431,50496476,50496917,50497708,50500464,50512304,50513583,	50464421,50466332,50466816,50467350,50467503,50469358,50469805,50469979,50471026,50471511,50474993,50475693,50475886,50477702,50481420,50481956,50483881,50486892,50490820,50491228,50494551,50496607,50496978,50497966,50500522,50512613,50513861,	0
121	NM_131897	chr1	+	50835351	50881285	50835681	50878163	13	50835351,50836637,50838608,50838905,50839084,50839585,50845675,50852986,50865774,50873761,50876820,50878101,50880635,	50835693,50836840,50838747,50838956,50839135,50839732,50845781,50853132,50865851,50873820,50876910,50878202,50881285,	0
122	NM_001081629	chr1	+	52157700	52186216	52157883	52185796	24	52157700,52159791,52160033,52160939,52161342,52162097,52162357,52162598,52163856,52164196,52164930,52165263,52177103,52177397,52178806,52179497,52179705,52179912,52181326,52181649,52181895,52183205,52185389,52185730,	52157961,52159914,52160200,52161040,52161443,52162277,52162513,52162730,52163925,52164306,52165157,52165385,52177256,52177530,52178955,52179617,52179813,52180026,52181449,52181782,52182014,52183418,52185500,52186216,	0
122	NM_001145585	chr1	+	52027464	52064325	52028616	52064325	16	52027464,52028579,52037876,52038640,52039996,52041649,52044283,52044564,52045170,52046363,52048070,52048402,52050328,52050576,52053406,52064182,	52027632,52028750,52038085,52038797,52040108,52041848,52044398,52044628,52045338,52046609,52048191,52048506,52050424,52050764,52053633,52064325,	0
122	NM_001002298	chr1	+	51503402	51517818	51503544	51515423	7	51503402,51505639,51508443,51511844,51512653,51513139,51515294,	51503687,51505787,51508592,51511995,51512761,51513337,51517818,	0
123	NM_001111189	chr1	+	53082088	53097694	53084162	53097556	18	53082088,53084161,53085349,53086908,53087083,53087420,53087608,53089319,53089484,53089637,53091832,53092068,53093576,53093775,53094588,53094793,53097082,53097517,	53082283,53084288,53085574,53086995,53087118,53087532,53087670,53089365,53089549,53089723,53091958,53092125,53093653,53093831,53094706,53094936,53097182,53097694,	0
123	NM_200530	chr1	-	52820002	52833422	52820160	52833316	10	52820002,52823698,52826183,52826406,52827424,52827642,52828726,52831185,52832864,52833256,	52820546,52823848,52826345,52826464,52827513,52827702,52829212,52831605,52832895,52833422,	0
123	NM_001002316	chr1	-	53205734	53220926	53206497	53220753	11	53205734,53208423,53209189,53211548,53212243,53213311,53215669,53216189,53219554,53219945,53220750,	53206611,53208624,53209242,53211697,53212371,53213552,53215787,53216277,53219749,53220077,53220926,	0
124	NM_001080178	chr1	-	54257119	54269884	54257216	54269450	14	54257119,54258567,54258747,54260481,54261854,54262048,54263310,54264888,54265411,54266681,54267161,54267365,54269262,54269830,	54257227,54258610,54258893,54260650,54261955,54262131,54263447,54265025,54265546,54266838,54267298,54267562,54269456,54269884,	0
124	NM_001145704	chr1	+	53999521	54002452	53999521	54002359	3	53999521,54001987,54002314,	54000590,54002094,54002452,	0
125	NM_001003470	chr1	-	55165900	55195527	55167086	55195103	10	55165900,55169797,55171745,55174283,55175623,55177445,55177615,55180408,55183363,55195057,	55167212,55169962,55171868,55174379,55175750,55177528,55177714,55180537,55183425,55195527,	0
128	NM_213219	chr1	-	58441186	58530341	58441512	58530254	13	58441186,58441949,58518548,58518777,58519201,58519439,58521471,58521592,58521723,58525220,58528178,58529065,58530232,	58441875,58442045,58518679,58518883,58519343,58519548,58521505,58521639,58521841,58525716,58528404,58529113,58530341,	0
128	NM_200788	chr1	+	58587427	58597015	58587503	58595957	6	58587427,58590984,58591478,58591739,58594804,58595729,	58587609,58591146,58591658,58591833,58594988,58597015,	0
585	NM_001017766	chr1	+	27687	34330	27841	34247	12	27687,29800,30079,31228,31399,31658,31813,32109,32377,32982,33505,34120,	27955,29953,30172,31294,31525,31740,31905,32243,32483,33141,33579,34330,	0
585	NM_173235	chr1	-	6641	11878	6679	11755	6	6641,6891,9557,10080,11549,11750,	6760,6955,9694,10191,11625,11878,	0
585	NM_200393	chr1	-	44838	49831	45511	49692	8	44838,45787,47420,47660,47952,48434,48889,49637,	45550,46371,47549,47807,48072,48584,49060,49831,	0
